stock_code,time,开盘,成交量,成交额,振幅,换手率,收盘,最低,最高,涨跌幅,涨跌额,收盘_index,成交量_index,feat_rsi_14,feat_mfi_14,feat_macd_hist,feat_bias_5,feat_idx_bias_5,feat_bias_20,feat_idx_bias_20,feat_bias_60,feat_idx_bias_60,feat_atr_norm,feat_bb_pos,feat_obv_trend,feat_vol_ratio,diff_days,feat_log_time_gap,feat_log_ret,feat_log_ret_index,feat_excess_ret,feat_vol_20,label_1d,label_5d,label_vol
000032,2010-04-06,22.91,62365.0,61286388.0,2.67,2.68,22.62,22.38,22.99,-1.09,-0.25,3158.68,132234655.0,0.6111057689371403,0.697737441431897,0.002620844164914449,0.010182207931404008,0.005844616132210323,0.03614126700563425,0.028790319336752246,0.09263046033458378,0.02536501693533144,0.03199668341736122,0.8686439376568028,0.325726714023463,0.9955303695425022,4.0,1.6094379124341003,-0.01099153734671533,0.0002279693011214155,-0.011219506647836745,0.020714540488481672,0.0491690238064697,0.13192754304254786,0.03590036440068425
000032,2010-04-07,22.5,169419.0,173634624.0,8.0,7.28,23.76,22.5,24.31,5.04,1.14,3148.22,114137792.0,0.6881462097994909,0.7235795618766655,0.005382436146539011,0.04055356047998604,0.0012543428121449818,0.0842136484975704,0.02406465078599096,0.14465570400822192,0.02249804018664814,0.03372698630864971,1.1787681222258761,0.36889605722985347,2.5312826366608547,1.0,0.6931471805599453,0.0491690238064697,-0.003317005054949419,0.05248602886141912,0.022955779598806573,0.05526267867504931,0.12278360584074066,0.03888695925088058
000032,2010-04-08,23.69,330733.0,370073056.0,9.97,14.21,25.11,23.53,25.9,5.68,1.35,3118.71,126899482.0,0.751042620588966,0.7911073855271256,0.009820252817502732,0.0743624850248159,-0.008736894499328796,0.13686784081133707,0.013315502000907475,0.20555004320967885,0.01381070338858481,0.03637592174721432,1.2796662441944497,0.5369288453218622,4.0764953772688015,1.0,0.6931471805599453,0.05526267867504931,-0.009417758970806546,0.06468043764585586,0.024977106820461316,0.01815361613360168,0.08501150256096776,0.05568858381724085
000032,2010-04-09,25.14,208177.0,237196432.0,5.18,8.94,25.57,25.07,26.37,1.83,0.46,3145.35,114165556.0,0.7681980159664876,0.814975599630449,0.013027135553992188,0.06603852247144171,-0.00013796242844399398,0.1466367713004484,0.020411804704856484,0.22259676301130815,0.023074124124818907,0.03680147532248497,1.1741250732935886,0.6211274925676232,2.3192792728554386,1.0,0.6931471805599453,0.01815361613360168,0.008505716934587432,0.009647899199014248,0.0244400658985462,0.07421970399741346,0.07646844456275291,0.058452111049875057
000032,2010-04-12,25.61,203404.0,240128528.0,9.66,8.74,27.54,25.3,27.77,7.7,1.97,3129.26,147730700.0,0.8241007250836203,0.834422158691741,0.01781117797581354,0.10513643659711058,-0.0034343467798538807,0.21796431019613904,0.01328773215807355,0.3086140127186767,0.018191212721484717,0.0381346052804939,1.2502027495276857,0.6753327377927812,2.0837499385334457,3.0,1.3862943611198906,0.07421970399741346,-0.0051286168439267634,0.07934832084134022,0.028311752386825692,-0.01721338967429892,-0.0069960932489610975,0.046805712540583355
000032,2010-04-13,27.5,159994.0,190073376.0,7.41,6.87,27.07,25.59,27.63,-1.71,-0.47,3161.25,161433772.0,0.7760164629624036,0.7658535856767561,0.019478708702260438,0.04881828748547057,0.006588638070049946,0.18029212993241783,0.020600883310088358,0.27927033860258477,0.02879391724206526,0.04140838931479873,1.0619206602457258,0.5880539040631944,1.5536527989860527,1.0,0.6931471805599453,-0.01721338967429892,0.010170964127237397,-0.027384353801536317,0.027082875888101925,0.06990367441032878,0.012773628387498652,0.05175732752854963
000032,2010-04-14,26.76,163074.0,203950240.0,9.79,7.0,29.03,26.62,29.27,7.24,1.96,3166.18,114888784.0,0.8225224597668173,0.7845652287022559,0.022059447997710292,0.08062835020845749,0.007006663168105831,0.24496097435457576,0.01934028673191235,0.36311345192164723,0.030658670419564382,0.0423749477972807,1.1403718793061515,0.6054635549099052,1.5166373087159153,1.0,0.6931471805599453,0.06990367441032878,0.001558294915192884,0.0683453794951359,0.029481386250104314,-0.05487131068238996,-0.06864845956689454,0.03621337389669208
000032,2010-04-15,28.47,131709.0,162200048.0,5.17,5.66,27.48,26.99,28.49,-5.34,-1.55,3164.97,116473283.0,0.6989312392489206,0.7413048858779464,0.020740018778967147,0.005194235130587366,0.003668419059796202,0.16460417019833873,0.01707627806968337,0.28373222877964444,0.03087441127230317,0.04687014334897007,0.9080046586728914,0.4913453462135982,1.2050912311584734,1.0,0.6931471805599453,-0.05487131068238996,-0.00038223703899995925,-0.05448907364339,0.03325827230317398,-0.021703997073375274,-0.012081420974204202,0.027024407274033022
000032,2010-04-16,27.11,82467.0,99195848.0,4.22,3.54,26.89,26.45,27.61,-2.15,-0.59,3130.3,95126165.0,0.6583784738518592,0.7165900383599119,0.01666422093155686,-0.025795232229548493,-0.0063776190391545695,0.12762879248527037,0.004575676451087585,0.25075584910926096,0.01981642457307009,0.04755854542311552,0.810720631027428,0.46856649372167586,0.7430192437901989,1.0,0.6931471805599453,-0.021703997073375274,-0.01101473027379771,-0.010689266799577563,0.0339608610598568,-0.023326866583324894,0.015351987981786566,0.023993044039838346
000032,2010-04-19,26.64,69923.0,81989096.0,3.98,3.0,26.27,26.02,27.09,-2.31,-0.62,2980.3,153147988.0,0.61781204692505,0.7078317212772488,0.011325087780305778,-0.03941787333625868,-0.04495930269819903,0.0921033486457834,-0.04221833327736113,0.21750011586411455,-0.027810043418482477,0.048113113066394306,0.7243314602442612,0.4053442369840506,0.6302347370446097,3.0,1.3862943611198906,-0.023326866583324894,-0.0491048800131796,0.025778013429854706,0.03478335106033482,0.04284507043672001,0.046485409367694436,0.020899924018614804
000032,2010-04-20,26.27,106147.0,126480456.0,7.08,4.56,27.42,25.79,27.65,4.38,1.15,2979.53,118165377.0,0.6596961166001524,0.734909740594381,0.009083475168403826,7.294478080099864e-05,-0.03395502837637343,0.12779171636573028,-0.04100109529800755,0.2649643623278668,-0.026766880486902345,0.047647986983704066,0.8062566953495256,0.4145847160750584,0.9418645096486439,1.0,0.6931471805599453,0.04284507043672001,-0.0002583966335563833,0.043103467070276395,0.035605331415312864,0.0014577262056565629,-0.007467638480662584,0.02503738898835953
000032,2010-04-21,27.24,106854.0,131751432.0,4.96,4.59,27.46,27.07,28.43,0.15,0.04,3033.28,131151398.0,0.6610873707311758,0.7373909060700864,0.007129906854983481,0.013134592680047241,-0.007978608590315073,0.11635092283925519,-0.023389010260874032,0.2611564427978752,-0.008109393287453082,0.047717723026248965,0.7801956117078299,0.4686543144484327,0.9225441580793045,1.0,0.6931471805599453,0.0014577262056565629,0.017878972324842767,-0.016421246119186203,0.03484508993962008,0.00906295853506196,-0.023880851844113777,0.02402781917477932
000032,2010-04-22,27.46,86990.0,106798064.0,3.9,3.74,27.71,27.03,28.1,0.91,0.25,2999.48,136997711.0,0.670163546842319,0.6937592293833881,0.005601597217985754,0.020626151012891336,-0.008298017111808775,0.11370121779671227,-0.03337933096964352,0.26634727437524264,-0.017837847041673238,0.0466677134760797,0.7752912876333587,0.47682120894235624,0.7395008560493245,1.0,0.6931471805599453,0.00906295853506196,-0.011205601971721794,0.020268560506783752,0.03484747031609725,-0.0014445650760524411,-0.052680797579974764,0.02008543046174574
000032,2010-04-23,27.69,82211.0,100824672.0,5.16,3.53,27.67,26.84,28.27,-0.14,-0.04,2983.54,117602051.0,0.6670853158361841,0.6490528986103574,0.0038268257245510718,0.013330403574306038,-0.003901541987148982,0.0981466047545343,-0.0379637284782135,0.25770821654217335,-0.022159125204397,0.04708841557511537,0.7469854223527974,0.45716681044840846,0.6895736077949397,1.0,0.6931471805599453,-0.0014445650760524411,-0.005328425348461871,0.0038838602724094295,0.03346822986848861,-0.011997962503031059,-0.07549337997168619,0.01725791058435023
